,Label,SLC2A1.6513,CDCA5.113130,CENPA.1058,POLQ.10721,AGER.177,TROAP.10024,KIF14.9928,EXO1.9156,SERPINB5.5268,GPD1.2819,GINS1.9837,CKAP2L.150468,GPR87.53836,KIF23.9493,PLK1.5347,B4GALNT4.338707,CCNB1.891,RAD54L.8438,C19orf59.199675,CLEC3B.7123
TCGA.60.2709.01,Primary Tumor,7996.2593,855.6219,184.3584,300.6343,1052.9849,547.7204,342.7078,326.6433,2562.2759,80.7046,485.7576,228.3443,369.8643,730.9314,758.8529,231.4042,784.097,269.6529,44.7509,199.2754
TCGA.60.2710.01,Primary Tumor,13417.6732,1107.438,157.6605,637.6351,1089.9555,516.5289,416.0839,264.1449,5344.5645,52.7654,457.4062,504.4501,1109.6631,1400.8264,1232.9943,325.8106,1410.6802,602.9879,32.4221,104.2594
TCGA.60.2711.01,Primary Tumor,12894.6032,1029.8911,349.1934,320.6945,154.6147,550.3235,149.7011,230.9393,4129.064,4.9136,592.5805,320.3669,1606.4204,1037.0977,800.9172,1097.3712,1155.0242,572.5985,9.1721,195.5614
TCGA.60.2712.01,Primary Tumor,10413.4845,711.2683,141.5045,473.624,714.5979,465.3002,189.3664,248.0491,1616.4811,7.0752,376.6518,204.7654,1157.0076,399.5422,614.7123,748.7254,1388.4091,265.9453,16.6476,160.6493
TCGA.60.2713.01,Primary Tumor,25752.1522,964.1901,112.2766,358.8223,77.2625,442.451,145.8439,206.0334,5789.7707,14.4686,537.944,234.6813,1079.9392,775.8084,839.1811,997.1786,659.7699,607.3935,79.2881,46.2996
TCGA.60.2714.01,Primary Tumor,9991.8256,1054.8365,232.6294,173.7057,339.5777,367.5068,239.4414,226.8392,10.8992,14.9864,602.5204,350.1362,100.8174,524.5232,1000.0,74.9319,1142.7112,274.8638,32.6975,99.455
TCGA.60.2715.01,Primary Tumor,3592.3546,758.1111,159.0106,209.123,7575.008,241.8889,125.9235,235.1429,2165.7565,363.3151,377.1282,116.929,584.0026,377.1282,932.8622,194.6675,542.8847,153.8709,600.0642,1189.5278
TCGA.60.2716.01,Primary Tumor,6812.4849,468.7475,68.3926,153.8834,163.5616,217.1143,109.0411,211.63,7215.4206,49.0362,291.6364,130.6557,1337.2046,380.3533,345.8343,955.8835,755.8674,244.8585,4.5165,47.1006
TCGA.60.2719.01,Primary Tumor,28296.9141,1645.3105,406.3993,346.9558,648.7224,937.4479,222.913,430.0553,1907.9536,19.4101,867.6928,560.4671,665.7063,1134.8851,972.3254,491.6218,2298.8854,746.3796,82.7963,90.9849
TCGA.60.2720.01,Primary Tumor,16159.0282,1310.878,310.3258,49.6963,584.2076,366.0961,120.3755,187.7416,2397.5704,33.1309,388.1833,130.3147,1383.2137,378.2441,602.4296,535.0635,1623.9647,311.4301,46.9354,449.4754
TCGA.60.2721.01,Primary Tumor,14816.4814,652.2585,200.3338,545.44,111.5139,540.7446,205.8116,284.8496,5929.4097,10.9558,348.6277,238.6789,2436.0898,543.8749,812.2908,341.976,605.6966,452.7073,19.9551,64.5607
TCGA.60.2722.01,Primary Tumor,25532.8465,1152.6546,199.117,394.759,21.1974,487.8888,460.4364,408.659,11140.8223,8.34,797.858,339.5067,1464.3614,923.6527,1265.5919,647.0434,2035.3024,309.6217,7.2975,15.29
TCGA.60.2723.01,Primary Tumor,46003.6332,716.7033,448.6089,354.1448,39.0095,359.499,294.4832,529.6874,5245.2433,10.326,553.7814,291.0412,1511.0431,769.4808,1260.1587,164.0692,2213.5959,406.9223,43.2164,106.7024
TCGA.60.2724.01,Primary Tumor,37580.101,705.9945,259.9828,200.5146,39.2643,510.4355,278.662,267.607,15189.9361,4.5745,743.7339,290.0982,1124.5592,1001.8107,842.4664,167.7309,1668.5409,301.1531,77.3849,37.3582
TCGA.60.2725.01,Primary Tumor,8670.9408,900.5323,132.2491,464.4199,2328.2918,575.8807,242.8253,383.0358,3407.5152,255.2098,552.8808,162.7681,1298.1642,765.1871,570.573,164.5373,1320.7218,393.6512,432.574,400.2857
TCGA.60.2726.01,Primary Tumor,4944.8284,1147.5688,408.876,613.0714,621.8019,2351.4005,502.4858,197.4051,607.2511,42.6822,1053.474,160.0582,2171.4563,741.118,900.6912,1781.0113,2389.2324,882.7452,38.317,65.9634
TCGA.63.5128.01,Primary Tumor,84139.1972,826.9626,193.9992,576.5173,38.9094,554.0485,403.3429,409.3711,6719.8246,3.2881,487.738,400.6028,1103.1648,952.4592,785.8611,795.7254,1122.3455,258.6656,3.8361,42.1976
TCGA.63.5131.01,Primary Tumor,33190.8526,681.0879,198.9695,290.8016,218.7053,426.1331,320.204,333.4954,1232.4832,16.1109,242.0661,331.0788,1331.9679,569.52,707.2681,478.4935,1360.9675,231.1913,54.777,110.3596
TCGA.63.6202.01,Primary Tumor,3283.9097,1328.6872,325.8124,200.0174,142.8696,607.0215,226.1521,230.6821,2.0908,29.6193,544.2983,502.1343,177.3674,1001.481,1303.9463,96.5241,2171.9662,266.5737,118.4772,156.1112
TCGA.63.7020.01,Primary Tumor,30022.5716,1212.1231,154.6304,417.2464,328.4298,414.6905,174.4384,249.8367,9873.9794,54.9513,842.1604,244.7249,584.0172,830.659,1292.6332,301.5931,1019.7936,279.2292,28.1146,96.4842
TCGA.63.7021.01,Primary Tumor,20811.1732,790.9248,149.1985,303.0054,89.2887,561.0785,237.9111,240.7914,5961.0269,11.5211,309.9181,332.3843,1251.7696,779.4037,932.0585,91.0168,1202.8048,322.0153,24.1943,94.4732
TCGA.63.7022.01,Primary Tumor,9533.8566,682.229,83.6521,149.3344,63.2038,283.7974,110.9164,171.022,1001.3462,9.9143,283.7974,123.3093,420.1193,260.8705,679.7505,340.8047,387.8977,210.6793,86.1306,200.765
TCGA.63.7023.01,Primary Tumor,3072.8414,2010.6597,933.3175,823.8778,245.8842,1501.3621,1044.1786,706.384,4339.2159,14.213,956.0583,605.472,659.0075,2459.3154,3577.4014,1329.8591,2308.1843,382.3286,24.162,27.9521
TCGA.63.A5M9.01,Primary Tumor,9230.7692,1189.4657,548.3138,995.8318,293.2929,1741.5688,613.8689,1006.0629,2137.1732,6.4418,866.2372,541.8719,472.1485,1519.8939,1735.8848,410.7617,1973.0959,333.4596,12.5047,154.9829
TCGA.63.A5MB.01,Primary Tumor,15977.965,927.1981,390.5811,449.7732,1042.9898,2005.1847,456.6861,867.1419,1784.8347,15.9862,707.2802,685.6773,1515.6621,1652.1927,1097.8613,726.7228,1402.4627,377.6194,34.5647,206.092
TCGA.63.A5MG.01,Primary Tumor,12967.324,639.1248,174.4638,228.5879,231.4668,284.4393,154.887,218.7995,4922.4126,27.062,484.8136,196.9195,1077.8753,522.8156,772.1319,158.9175,962.7177,223.9816,58.1546,175.6154
TCGA.63.A5MH.01,Primary Tumor,26880.7388,892.3483,484.4327,483.3773,59.1029,982.5858,625.3298,541.4248,3409.4987,10.5541,444.8549,398.9446,2572.0317,1839.5778,648.5488,1111.8734,1581.5303,605.8047,23.219,15.8311
TCGA.63.A5MI.01,Primary Tumor,39750.2732,2123.4973,326.2295,366.1202,65.0273,689.071,512.5683,722.4044,5253.5519,15.3005,1485.7923,460.1093,531.694,1751.3661,1300.0,603.2787,1936.612,703.8251,12.0219,43.1694
TCGA.63.A5MJ.01,Primary Tumor,13418.8088,1315.047,440.1254,831.6614,26.0188,1107.21,545.1411,780.5643,4069.279,4.0752,928.2132,601.5674,1374.2947,873.3542,1016.6144,1117.8683,1790.5956,438.2445,5.6426,82.1317
TCGA.63.A5ML.01,Primary Tumor,18566.459,774.6625,311.5265,1536.864,79.4393,714.4341,470.405,335.4102,2535.3063,11.9418,979.2316,319.8339,1352.0249,1428.8681,893.0426,543.6137,1431.4642,404.4652,3.6345,123.5722
TCGA.63.A5MM.01,Primary Tumor,10729.2893,949.751,209.1444,200.5432,72.431,528.2933,335.4459,264.373,7592.1231,364.4183,528.746,362.1548,1840.1992,693.5265,863.7392,0.9054,1931.6433,270.258,101.856,106.8357
TCGA.63.A5MN.01,Primary Tumor,11981.9308,467.2173,84.667,164.6877,59.8864,161.0738,127.5168,93.4435,1911.2029,62.984,128.033,184.8219,747.5478,480.6402,521.4249,4.6464,1145.0697,135.777,195.1471,73.3092
TCGA.63.A5MP.01,Primary Tumor,4144.4302,1239.1805,319.0781,692.9577,780.0256,782.3303,371.0627,342.1255,3851.4725,11.2676,458.8988,244.5583,358.5147,1228.169,920.1024,666.5813,1337.0038,440.2049,20.2305,121.3828
TCGA.63.A5MR.01,Primary Tumor,34770.2987,1358.6215,219.6603,806.7435,60.4934,807.7352,445.2709,505.7642,11937.0274,18.3463,573.1995,1016.4869,2362.7123,1100.781,1084.418,122.9701,2109.8302,326.2675,33.7176,46.1138
TCGA.63.A5MS.01,Primary Tumor,7401.6753,537.6945,188.2728,382.9278,1788.5919,859.992,279.2182,288.7914,1394.4954,35.1017,323.8931,232.9477,1825.2892,1108.8951,521.7391,398.8831,756.2824,282.4093,6.3821,137.2158
TCGA.63.A5MT.01,Primary Tumor,7594.381,1051.7998,266.9008,300.2634,100.9658,684.8112,315.1888,268.6567,1487.2695,7.9017,268.6567,345.0395,1175.5926,961.3696,681.2994,396.8393,926.2511,561.8964,64.0913,79.8946
TCGA.63.A5MU.01,Primary Tumor,14763.7525,1125.7367,384.5776,569.2534,57.4656,903.2417,657.1709,747.5442,3340.3733,3.4381,640.4715,365.4224,845.776,629.666,807.9568,353.1434,1154.7151,517.1906,4.9116,25.5403
TCGA.63.A5MV.01,Primary Tumor,33305.7171,593.0233,76.0659,292.6357,125.969,182.1705,180.2326,140.0194,4223.8372,4.845,320.2519,145.3488,1289.7287,559.593,275.6783,648.7403,372.5775,241.2791,21.3178,65.407
TCGA.63.A5MW.01,Primary Tumor,4930.8565,1029.5806,512.4358,380.1529,119.4399,901.5787,447.7927,180.2301,350.1858,8.1339,500.0209,272.6997,592.4905,1061.6881,1228.6472,1625.924,968.3623,512.8639,18.4083,108.3093
TCGA.63.A5MY.01,Primary Tumor,52923.1696,1127.6415,434.5636,889.0485,67.64,1121.6187,524.4413,353.025,5179.0895,21.7745,819.0921,439.1964,803.3403,1479.2766,1276.3567,904.8002,1501.5144,605.5166,17.6049,34.7466
TCGA.66.2727.01,Primary Tumor,27974.0414,1144.5207,402.4375,614.7161,331.0833,1168.7811,516.9609,351.4192,6128.6087,8.9193,642.901,666.8046,1070.3124,1554.0936,2067.4868,454.526,3696.1454,655.388,38.1745,102.75
TCGA.66.2734.01,Primary Tumor,55740.9371,944.8275,259.2119,285.1331,382.3376,328.8752,310.7303,274.7647,4660.3068,53.4625,291.2894,350.5842,1842.3489,1035.5517,775.0437,527.4963,1499.8651,320.4508,755.6028,89.7521
TCGA.66.2737.01,Primary Tumor,41246.9849,691.1929,195.8042,247.2889,96.8886,503.4965,410.2564,695.2468,4308.5031,10.1348,621.8709,384.7167,1046.7214,498.2264,1240.4986,290.6659,1741.5628,291.882,45.8093,75.8082
TCGA.66.2742.01,Primary Tumor,54418.6375,725.7324,167.5491,304.9771,629.2505,356.7479,207.0832,234.3805,5340.393,8.0009,656.5478,268.2669,1981.4096,539.3576,963.8781,313.9193,1228.3798,280.5036,74.3617,109.66
TCGA.66.2744.01,Primary Tumor,4213.5297,1869.3051,282.5587,379.6595,2039.1164,676.9443,622.6415,366.774,938.3341,63.9669,628.1638,506.2126,1136.2172,941.0953,1979.2913,412.3332,2565.5775,325.8168,157.3861,220.4326
TCGA.66.2753.01,Primary Tumor,104820.3895,1356.5119,227.6592,163.2401,315.6875,410.7985,448.9103,384.1539,1114.3499,5.3964,545.3704,472.5194,680.6168,934.9207,1419.2446,547.0567,1369.3282,543.3467,56.6619,109.2764
TCGA.66.2754.01,Primary Tumor,2463.8801,1734.2117,369.3776,432.0763,144.4798,1740.1181,474.7842,897.3194,23.6256,11.8128,1368.9232,665.6065,5.9064,1504.3162,3164.0164,338.0282,4182.6443,532.0309,9.5411,122.2172
TCGA.66.2755.01,Primary Tumor,33854.1444,1392.3871,349.6976,339.7367,40.555,554.2512,398.7905,496.6204,671.2914,4.2689,694.7705,345.4287,1591.2487,753.1128,1767.3426,622.1985,1480.6119,382.4262,96.407,31.3056
TCGA.66.2756.01,Primary Tumor,5106.7547,1241.0714,195.6522,209.2391,23.6801,528.7267,298.5248,427.4068,158.3851,7.764,1250.0,342.0031,1.941,501.5528,998.4472,445.6522,1295.4193,500.0,45.4193,68.323
TCGA.66.2757.01,Primary Tumor,9850.8241,1845.237,363.5348,338.9515,302.0765,732.6567,249.5577,363.1623,119.9367,18.9962,955.3962,276.3758,23.4659,882.7638,1453.7666,1375.9195,1580.4079,807.524,20.8586,125.1513
TCGA.66.2758.01,Primary Tumor,11918.271,706.1388,330.1853,330.9117,183.7995,637.1231,374.5005,281.8743,4353.0694,8.3545,831.0934,418.0894,1223.0294,867.4174,841.9906,860.5158,2051.9433,353.4326,43.2256,94.0792
TCGA.66.2759.01,Primary Tumor,72026.8877,1830.2026,370.1657,992.2652,31.6759,661.5101,327.0718,460.0368,8581.5838,4.7882,1328.9134,840.884,3421.3628,1033.5175,1656.7219,198.895,2999.6317,566.1142,25.4144,15.8379
TCGA.66.2763.01,Primary Tumor,47794.4109,1125.6846,313.1583,274.9614,227.2153,484.2017,157.2813,374.1048,2015.4473,27.8051,1014.4643,312.8774,957.7307,758.3205,1914.057,233.1133,1584.0472,596.8263,44.6566,86.7856
TCGA.66.2765.01,Primary Tumor,28270.4779,1337.7401,237.9634,178.2939,427.6909,371.5945,231.5319,231.8892,4902.1885,5.3595,509.5132,444.1268,1695.757,1077.9812,1617.8651,13.2202,2725.5025,263.3318,73.6043,200.4466
TCGA.66.2766.01,Primary Tumor,102700.8716,921.9493,183.439,235.7369,38.4311,828.4469,133.9144,310.2219,2670.3645,64.1838,656.1014,592.3138,5358.954,665.6101,1333.2013,394.6117,2675.9113,301.5055,17.4326,134.7068
TCGA.66.2767.01,Primary Tumor,4750.9463,632.8539,226.3437,482.2104,2672.975,834.595,183.9516,345.95,2596.8963,146.4799,618.0924,256.6238,2096.5178,864.8751,937.5473,307.3429,1218.3952,348.978,174.8675,353.8986
TCGA.66.2768.01,Primary Tumor,25088.9736,1507.1497,397.2037,258.3413,64.8236,859.5488,274.2294,367.6517,9238.0044,18.4303,489.0372,733.7146,6242.7709,1240.8643,1850.3337,29.2342,2091.8335,481.0931,389.8951,28.2809
TCGA.66.2769.01,Primary Tumor,13584.563,934.5441,253.4998,84.3738,1642.8301,527.4309,314.0371,386.3034,2956.1105,23.8365,1800.227,385.1684,1154.37,901.2486,754.4457,261.067,2175.9364,261.8237,123.3447,209.2319
TCGA.66.2770.01,Primary Tumor,21174.1041,921.5686,244.76,580.1217,347.1941,489.5199,640.9736,589.9256,6420.8925,11.4943,667.3428,443.881,315.7539,960.1082,1070.6558,989.858,1852.9412,258.2826,29.7498,113.5903
TCGA.66.2771.01,Primary Tumor,23743.007,993.007,744.7552,318.1818,3057.1096,773.8928,142.1911,500.5828,3630.5361,57.1096,1152.0979,250.5828,1834.4988,697.5524,1278.5548,20.3963,2653.2634,424.2424,371.2121,332.7506
TCGA.66.2773.01,Primary Tumor,17371.9078,850.7338,293.9203,688.8889,115.7233,553.8784,335.4298,559.7484,3966.457,18.8679,615.9329,433.543,2125.3669,1159.3291,1173.1656,599.1614,1559.7484,216.3522,76.7296,99.7904
TCGA.66.2777.01,Primary Tumor,13932.3855,1114.6919,319.326,262.4539,1023.6967,302.475,256.5561,326.0664,6141.3375,179.0416,455.8189,319.326,1462.6646,795.366,1117.2196,793.2596,1323.644,262.0326,509.742,225.8031
TCGA.66.2778.01,Primary Tumor,41229.4118,945.7983,348.3193,124.7899,732.7731,450.0,64.7059,247.0588,7021.0084,102.1008,1071.0084,187.395,4857.563,474.3697,784.0336,111.7647,4902.1008,239.4958,565.5462,200.4202
TCGA.66.2780.01,Primary Tumor,33347.4298,972.2931,221.2906,280.7145,61.6114,339.0448,170.6161,267.9548,7556.3252,5.833,1111.5567,418.5199,4736.0554,760.4812,1113.0149,200.875,1180.8239,319.3584,89.3183,42.654
TCGA.66.2781.01,Primary Tumor,15666.9009,1258.2572,627.8988,326.423,73.7878,722.4174,257.9058,356.9923,3305.3408,10.8925,1667.2523,531.9747,2853.8299,1117.7091,769.5011,602.9515,1042.1644,269.5011,209.4167,76.9501
TCGA.66.2782.01,Primary Tumor,28282.6405,1134.8516,395.4383,209.838,154.3903,409.3833,237.0638,302.4722,5441.8426,10.9567,599.2999,356.2597,1189.6353,534.5556,1419.7266,312.4328,1682.6881,287.8632,127.4965,88.6499
TCGA.66.2783.01,Primary Tumor,83585.9213,680.6418,245.3416,377.3292,22.2567,434.265,218.4265,314.6998,8638.1988,17.0807,843.1677,302.795,2251.0352,638.7164,1073.499,728.7785,1625.7764,350.4141,12.94,59.5238
TCGA.66.2785.01,Primary Tumor,10014.2566,837.8819,241.1405,129.9389,213.8493,667.2098,237.4745,316.0896,1494.9084,105.0916,328.7169,208.9613,846.0285,698.167,846.0285,351.5275,1037.0672,393.89,47.2505,113.6456
TCGA.66.2786.01,Primary Tumor,17053.4159,1462.1081,157.4304,505.0595,1394.4344,469.4418,391.7951,371.493,7747.2138,62.331,620.8171,550.294,1309.6642,1195.6874,1193.9065,199.4593,1521.5897,510.7583,112.1959,145.3204
TCGA.66.2787.01,Primary Tumor,15793.8144,1064.0034,383.5911,837.6289,131.4433,710.0515,545.5326,723.7973,6742.6976,5.1546,719.5017,477.2337,989.6907,1616.4089,866.8385,384.0206,1612.543,315.7216,14.6048,123.7113
TCGA.66.2788.01,Primary Tumor,34516.1989,932.7425,155.5884,236.3368,43.7223,329.6898,256.8193,260.7582,6879.3698,20.8764,541.2112,331.2654,1391.6297,659.3796,940.6204,213.4909,1043.4269,316.6913,105.5638,42.9345
TCGA.66.2789.01,Primary Tumor,70782.2189,424.7292,550.6164,305.5659,797.9081,422.4879,176.3168,226.3728,2806.1263,58.6477,650.7284,247.2917,3684.3482,901.7557,770.6388,348.898,1029.5106,282.7792,92.641,184.5349
TCGA.66.2790.01,Primary Tumor,10086.1359,1378.8607,469.801,514.07,231.9835,727.5223,318.4626,517.5017,1015.4427,27.4537,485.93,375.0858,678.1057,543.9259,1283.4592,760.8099,1213.4523,336.3075,51.1325,34.3171
TCGA.66.2791.01,Primary Tumor,23305.2427,1000.3883,249.7087,297.0874,88.1553,423.6893,494.3689,428.7379,3306.7961,4.6602,325.4369,1044.6602,737.4757,1061.3592,1404.2718,179.8058,1295.534,191.068,20.9709,57.4757
TCGA.66.2792.01,Primary Tumor,39529.6253,1590.1702,537.7308,482.1488,27.2976,643.3036,385.7848,487.411,2105.2078,14.1422,1784.8715,688.6901,507.4731,1304.696,1177.7455,270.3454,2293.6602,453.8645,35.1909,24.6665
TCGA.66.2793.01,Primary Tumor,23209.147,1151.593,304.2138,493.8335,296.5057,1587.3587,368.962,239.4656,1640.2878,6.6804,1053.443,264.1316,776.9784,1106.372,1615.6218,486.1254,1318.6023,1072.9702,24.666,21.0689
TCGA.66.2794.01,Primary Tumor,7465.5252,1725.1273,391.9482,284.5905,178.1583,809.3475,244.3313,608.0518,7284.1277,19.4354,727.9037,393.3364,627.4873,660.8052,1944.9329,406.7561,1274.41,304.9514,32.8552,52.2906
TCGA.66.2795.01,Primary Tumor,14446.9256,847.9321,210.0959,257.2732,181.7896,361.0631,232.112,550.401,6462.0223,2.5161,690.6746,399.4339,3102.3746,737.2228,692.5617,282.4343,1853.7506,71.0804,26.4192,55.9836
TCGA.66.2800.01,Primary Tumor,36636.044,859.3407,330.5495,304.1758,2304.6154,753.4066,206.1538,337.1429,5312.5275,107.6923,827.6923,300.2198,760.8791,681.3187,828.1319,425.0549,1584.6154,388.5714,363.0769,232.0879
TCGA.68.7755.01,Primary Tumor,20211.1274,1666.7953,321.9384,210.5101,13.89,675.3608,375.9549,451.8867,17923.2966,4.63,650.0502,521.3365,1214.5999,928.4667,1455.0505,443.8614,1380.9708,225.326,0.926,90.1304
TCGA.68.7756.01,Primary Tumor,23561.5713,868.3626,179.2449,321.6502,529.6857,349.8216,289.7638,194.4142,14907.6649,17.6459,340.8439,260.9731,1263.0728,714.503,805.8281,278.619,1025.9371,249.2092,17.0267,107.4231
TCGA.68.7757.01,Primary Tumor,7285.2792,324.8731,60.9137,130.4569,108.6294,167.5127,90.8629,99.4924,2758.3756,73.6041,196.9543,56.8528,1113.198,311.6751,323.8579,260.9137,393.401,74.1117,48.731,120.3046
TCGA.68.8250.01,Primary Tumor,9694.2004,603.6907,245.167,472.7592,3389.7188,1413.0053,166.5202,193.761,1433.6555,108.5237,438.0492,404.2179,807.1178,861.5993,1152.8998,688.4886,1136.2039,376.9772,125.2197,438.9279
TCGA.68.8251.01,Primary Tumor,6836.3257,1141.5449,243.0063,871.8163,81.0021,912.3173,559.0814,653.8622,1024.6347,25.8873,678.0793,283.9248,1373.6952,949.4781,1095.6159,458.4551,1637.5783,615.0313,53.8622,81.0021
TCGA.68.A59I.01,Primary Tumor,44552.2788,417.2696,134.4919,156.1682,111.8302,381.3066,182.2784,166.0211,1554.2925,18.2278,361.1082,123.1611,466.5341,349.7774,365.542,563.0923,449.7842,225.631,13.3014,66.507
TCGA.68.A59J.01,Primary Tumor,26616.0653,736.2108,128.6009,360.2399,816.4389,617.4417,352.7677,398.3876,3391.6036,11.405,267.427,179.3334,379.9036,807.3936,647.7239,635.1391,1714.679,350.8013,24.383,211.1887
TCGA.6A.AB49.01,Primary Tumor,16877.4505,884.1401,354.1763,344.142,504.3204,1126.4517,572.7028,246.0281,2338.3815,11.1493,1061.4141,409.9229,639.9703,1190.7461,736.226,903.8372,1683.1738,623.618,3.7164,20.4404
TCGA.70.6722.01,Primary Tumor,16240.0555,1182.3741,250.8983,191.6409,115.4889,327.3025,534.8295,376.4736,4259.7239,2.7738,452.3734,452.6256,1777.9739,936.5189,1742.6716,162.6426,1783.5214,262.2455,22.9465,48.9189
TCGA.70.6723.01,Primary Tumor,21340.2141,1056.5749,453.6188,265.5454,22.9358,734.4546,958.9704,685.0153,2776.5036,5.0968,624.6177,767.8389,865.1886,1329.2559,1070.8461,355.7594,1956.6769,311.6718,4.3323,6.6259
TCGA.77.6842.01,Primary Tumor,22403.5163,1141.5094,313.8937,404.3739,170.2401,895.7976,442.5386,345.1973,653.0875,20.1544,743.1389,838.765,1389.7942,698.542,686.964,9.434,1021.4408,428.3877,57.8902,69.0395
TCGA.77.6843.01,Primary Tumor,12393.6973,684.4208,110.0755,233.0226,73.6795,359.5206,252.1083,354.6383,4200.6214,5.3262,305.8145,228.1403,151.3538,516.2006,766.9774,964.0479,1081.6689,293.3866,16.4225,83.4443
TCGA.77.6844.01,Primary Tumor,30376.6125,1123.2482,282.9349,773.0611,287.0108,716.6779,639.9152,569.9457,5699.4572,12.2277,869.1842,428.6481,2930.2275,1139.5518,1387.1623,16.3036,1068.2237,570.2854,13.926,136.5424
TCGA.77.6845.01,Primary Tumor,62429.4179,1121.9937,643.7783,291.0422,129.6619,664.6915,332.8686,453.1196,5528.0586,16.7306,501.917,420.007,762.9836,2296.2705,1493.9003,715.2318,1542.0007,354.4789,20.5647,94.458
TCGA.77.7138.11,Solid Tissue Normal,166.6815,36.9614,5.331,8.8849,36305.9973,7.108,9.2403,7.108,7.8187,1178.8538,21.3239,9.9511,3.9094,40.8707,32.3412,1.4216,82.8076,7.4633,2642.0258,4354.6868
TCGA.77.7138.01,Primary Tumor,11074.0255,1228.6276,432.3616,395.0213,36.0301,292.8267,549.9509,358.6636,6098.9191,2.2928,1343.5965,484.114,2542.0897,1222.4042,844.0878,97.9365,3724.2057,191.9424,14.7396,26.5313
TCGA.77.7139.01,Primary Tumor,6100.0356,879.6725,398.7184,701.6732,70.1317,811.6768,619.4375,518.3339,9969.0281,14.5959,796.7248,289.4268,596.2976,712.7091,1490.922,375.9345,2059.4518,266.6429,13.1719,88.2876
TCGA.77.7140.01,Primary Tumor,62879.1871,879.9401,571.6426,327.4021,3.3714,813.6355,283.1991,534.1824,5426.859,3.3714,1418.6177,353.6243,596.741,1431.3542,1585.3156,170.8185,2882.5623,412.0622,3.3714,10.8635
TCGA.77.7141.01,Primary Tumor,12708.5384,1198.2634,370.767,440.8104,24.0232,316.0637,377.1346,439.0738,8535.1664,77.8582,554.2692,262.5181,1271.4906,958.0318,657.0188,254.1245,933.7192,265.4124,3.7627,96.0926
TCGA.77.7142.11,Solid Tissue Normal,220.5677,40.0186,6.5147,8.8413,33668.2178,6.98,13.0293,8.8413,5.584,973.0107,27.92,10.7027,6.0493,32.108,26.524,4.188,79.1066,5.584,3558.8646,2563.0526
TCGA.77.7142.01,Primary Tumor,13259.5258,1309.7149,455.0235,597.4721,1118.9224,528.093,353.5381,424.3934,2150.7519,30.2611,522.1884,599.6863,1701.633,1172.0638,1879.1401,246.1482,1344.0354,735.8612,109.6042,247.9934
TCGA.77.7335.11,Solid Tissue Normal,324.1297,25.8103,4.8019,4.8019,40225.6903,8.4034,7.2029,6.0024,9.0036,1298.3193,58.8235,15.6062,5.4022,27.611,21.0084,1.8007,153.6615,4.2017,5595.4382,3695.078
TCGA.77.7335.01,Primary Tumor,6467.5029,359.6677,326.4375,142.6942,24.1082,287.3432,112.0704,115.3282,3909.4315,8.4704,299.7231,88.6138,650.9203,388.3369,374.0023,62.5509,1305.7501,141.3911,17.5924,112.0704
TCGA.77.7337.11,Solid Tissue Normal,240.3638,46.3404,5.6301,7.3625,36980.078,6.4963,8.6618,13.4257,5.1971,868.3413,26.8515,13.8588,0.4331,43.3088,37.2456,0.8662,90.0823,11.6934,2586.401,3687.3105
TCGA.77.7337.01,Primary Tumor,38117.0856,1260.1619,508.5641,191.9046,9.2032,608.4363,460.5028,609.7997,6940.605,6.4764,409.7145,739.6677,1047.4648,901.5765,1804.5164,39.8807,2249.3396,228.7175,49.4248,37.1538
TCGA.77.7338.11,Solid Tissue Normal,288.5469,25.3045,3.3991,6.0429,48693.0413,3.0214,3.3991,3.7768,4.9098,377.6792,11.3304,4.5321,0.3777,14.3518,16.2402,0.7554,81.201,4.5321,1267.1136,5947.6914
TCGA.77.7338.01,Primary Tumor,54980.9215,549.676,131.3895,289.7768,99.3521,243.7005,503.9597,282.9374,14638.2289,7.9194,336.933,240.4608,2240.4608,642.1886,692.2246,255.9395,834.4132,183.5853,92.1526,65.5148
TCGA.77.7463.01,Primary Tumor,62634.1386,1785.987,700.2363,371.3558,682.8417,700.2363,571.1922,620.949,5799.3,17.7992,481.7917,540.8527,573.6194,1470.8604,1486.637,151.6976,1717.2174,416.6629,44.0934,80.9054
TCGA.77.7465.01,Primary Tumor,5048.7192,1297.4385,390.1557,411.0497,137.8202,818.0814,882.3707,826.5193,1599.1964,28.1266,2089.8041,366.8508,481.3661,1284.5806,988.8498,77.9508,1685.5851,311.4013,7.6344,47.8152
TCGA.77.8007.11,Solid Tissue Normal,456.9489,189.7106,63.5941,41.8006,10931.7613,106.1093,43.9443,52.876,5.0018,83.6013,131.8328,71.8114,15.3626,211.1468,205.0732,1.7864,456.9489,52.876,191.1397,3211.1468
TCGA.77.8007.01,Primary Tumor,14934.365,1072.3052,152.8815,172.0918,58.9648,263.6073,352.4546,300.6937,1036.5528,0.8004,544.8239,458.3778,131.8036,563.7673,1227.3212,33.0843,1115.7951,239.8613,96.8517,21.6115
TCGA.77.8008.11,Solid Tissue Normal,482.7586,59.0186,13.2626,13.2626,28957.2281,24.8674,11.6048,19.8939,10.6101,626.3263,31.8302,20.557,15.9151,51.3926,68.3024,14.5889,106.4324,18.2361,2965.1857,3856.7639
